,date,monitor-1-temp-color,monitor-1-temp-data,monitor-1-rehs-color,monitor-1-rehs-data,monitor-2-temp-color,monitor-2-temp-data,monitor-2-rehs-color,monitor-2-rehs-data,monitor-3-temp-color,monitor-3-temp-data,monitor-3-rehs-color,monitor-3-rehs-data,monitor-4-temp-color,monitor-4-temp-data,monitor-4-rehs-color,monitor-4-rehs-data,monitor-5-temp-color,monitor-5-temp-data,monitor-5-rehs-color,monitor-5-rehs-data
401,2/6/2022,green,15,yellow,53,green,13.5,red,25,green,14.5,red,34,green,15,green,71,,,,
402,2/7/2022,green,15.5,green,72,green,14,red,25,green,15.5,red,37,green,16,green,70,,,,
403,2/8/2022,green,15.5,yellow,52,green,14,red,27,green,15,red,32,green,15.5,green,73,,,,
404,2/9/2022,green,15.5,green,74,green,14,red,25,green,15.5,red,36,green,16,green,67,,,,
405,2/10/2022,green,15.5,green,78,green,14.5,red,28,green,15.5,red,35,green,16,yellow,55,,,,
406,2/11/2022,green,16,green,78,green,15,red,25,green,16,red,35,green,17,yellow,51,,,,
407,2/12/2022,green,16,green,77,green,15,red,21,green,16,red,36,green,16.5,yellow,57,,,,
408,2/13/2022,green,16,green,78,green,15,red,18,green,16.5,red,29,green,17,yellow,46,,,,
409,2/14/2022,green,15,green,79,green,14.5,red,23,green,16,yellow,49,green,16,red,31,,,,
410,2/15/2022,green,15,green,77,green,14,red,14,green,16,red,37,green,16,red,32,,,,
411,2/16/2022,green,16,green,70,green,14.5,red,18,green,16,red,34,green,17,red,29,,,,
412,2/17/2022,green,15.5,red,34,green,14.5,red,13,green,16,red,33,green,16.5,red,31,,,,
413,2/18/2022,green,16,red,36,green,15,red,13,green,16,red,35,green,16.5,red,30,,,,
414,2/19/2022,green,16,red,36,green,14.5,red,13,green,15.5,red,32,green,16,red,33,,,,
415,2/20/2022,green,15.5,red,31,green,14,red,12,green,15.5,yellow,52,green,16,yellow,47,,,,
416,2/21/2022,green,16.5,yellow,47,green,15,red,12,green,16,yellow,55,green,17,red,29,,,,
417,2/22/2022,green,16,yellow,56,green,15,red,10,green,16,yellow,45,green,17,red,32,,,,
418,2/23/2022,green,16.5,green,62,green,15,red,18,green,16,yellow,49,green,17,red,38,,,,
419,2/24/2022,green,17.5,yellow,51,green,16,red,18,green,17,yellow,46,green,18,red,38,,,,
420,2/25/2022,green,18,yellow,44,green,17,red,17,green,17.5,red,40,green,18.5,red,30,,,,
421,2/26/2022,green,18.5,yellow,59,green,17,red,19,green,18,red,36,green,19,red,28,,,,
422,2/27/2022,green,19,yellow,54,green,17.5,red,20,green,18,red,29,green,18,red,36,,,,
423,2/28/2022,green,20,yellow,60,green,18.5,red,22,green,18,red,40,green,16,red,37,,,,
424,3/1/2022,green,18,yellow,60,green,16.5,red,20,yellow,16,red,37,green,14,red,29,,,,
425,3/2/2022,green,18,green,65,green,17,red,21,green,17,red,39,yellow,14.5,red,33,,,,
426,3/3/2022,green,20,yellow,60,green,18.5,red,18,green,18,yellow,53,green,16,red,39,,,,
427,3/4/2022,green,20.5,purple,63,green,19,purple,20,green,19,purple,44,yellow,17,purple,59,,,,
428,3/5/2022,green,19,yellow,56,green,17.5,red,24,green,18.5,red,40,green,15,yellow,51,,,,
429,3/6/2022,green,19,yellow,54,green,17.5,red,18,green,18,red,34,green,14.5,red,37,,,,
430,3/7/2022,green,20,yellow,54,green,19,red,14,green,18.5,red,29,yellow,16,red,24,,,,
431,3/8/2022,green,21,yellow,57,green,20,red,24,green,20,red,37,green,18.5,red,26,,,,
432,3/9/2022,green,21.5,yellow,44,green,20,red,12,green,21.5,red,28,green,22,red,21,,,,
433,3/10/2022,green,21.5,yellow,47,green,20,red,13,green,21.5,red,28,green,22,red,22,,,,
434,3/11/2022,green,22,red,37,green,21,red,12,green,22,red,31,green,23,red,18,,,,
435,3/12/2022,green,21,blue,,green,19.5,red,8,green,21,red,32,green,22,red,17,,,,
436,3/13/2022,green,21,red,39,green,19.5,red,12,green,22,blue,,green,21.5,red,17,,,,
437,3/14/2022,green,21.5,red,32,green,20,red,11,green,21,red,25,green,22,red,13,,,,
438,3/15/2022,green,21.5,red,32,green,20,red,9,green,21.5,red,22,green,22,red,12,,,,
439,3/16/2022,green,22,red,28,green,20.5,red,10,green,22,red,22,green,22.5,red,9,,,,
440,3/17/2022,green,18,red,35,green,16.5,red,9,green,19,red,28,green,19,red,10,,,,
441,3/18/2022,green,19.5,yellow,54,green,17.5,red,9,green,20,red,32,green,20.5,red,13,,,,
442,3/19/2022,green,20.5,yellow,56,green,20,red,4,green,21,red,28,green,19.5,red,10,,,,
443,3/20/2022,green,21,red,38,green,21,red,7,yellow,20,red,24,red,15.5,red,11,,,,
444,3/21/2022,green,18.5,red,27,green,19,red,8,yellow,17,red,30,red,11.5,red,12,,,,
445,3/22/2022,green,19.5,red,22,green,19.5,red,8,yellow,17.5,red,24,yellow,13.5,red,10,,,,
446,3/23/2022,green,19.5,red,33,green,19,red,19,yellow,17.5,red,35,yellow,14.5,red,15,,,,
447,3/24/2022,green,21,yellow,56,green,20.5,red,8,green,18.5,red,18,green,16,red,8,,,,
448,3/25/2022,green,20.5,green,73,green,19.5,red,15,green,17.5,red,22,green,15,red,13,,,,
449,3/26/2022,green,19.5,green,69,green,19.5,red,17,green,18,red,18,green,16,red,16,,,,
450,3/27/2022,green,19.5,green,71,green,19,red,9,green,17.5,red,14,green,15,red,30,,,,
451,3/28/2022,green,18.5,green,68,green,18.5,red,18,green,17,red,18,green,14.5,red,38,,,,
452,3/29/2022,green,20.5,yellow,55,green,20,red,12,green,18,red,13,green,16,red,40,,,,
453,3/30/2022,green,20.5,green,77,green,19.5,red,12,green,17.5,red,15,green,15.5,red,39,,,,
454,3/31/2022,green,19.5,green,73,green,19,red,9,green,16.5,red,8,yellow,13.5,red,31,,,,
